nct_id,phase,therapeutic_area,enrollment,duration_months,sponsor_type,start_year,success,status
NCT58715257,Phase III,Oncology,88,56,Industry,2009,0,Completed-Failed
NCT32268806,Phase II,Neurology,84,84,Industry,2009,0,Terminated
NCT16512440,Phase III,Infectious Disease,34,63,Industry,2019,0,Terminated
NCT22431395,Phase I,Cardiology,7,51,Academic,2019,1,Completed-Success
NCT83208492,Phase I,Oncology,54,57,Academic,2015,1,Completed-Success
NCT39093907,Phase IV,Neurology,198,111,Industry,2009,1,Completed-Success
NCT46253447,Phase I,Neurology,19,68,Industry,2005,1,Completed-Success
NCT72134783,Phase III,Oncology,151,81,NIH,2015,1,Completed-Success
NCT72460303,Phase II,Infectious Disease,2566,65,Academic,2015,0,Terminated
NCT93831437,Phase III,Oncology,688,70,Academic,2010,0,Completed-Failed
NCT74447435,Phase III,Other,1746,86,Academic,2012,0,Completed-Failed
NCT59895282,Phase II,Cardiology,266,110,Industry,2006,1,Completed-Success
NCT12503771,Phase II,Other,855,60,Academic,2019,0,Withdrawn
NCT80286689,Phase I,Oncology,50,62,Industry,2013,0,Completed-Failed
NCT10996161,Phase I,Neurology,56,119,Industry,2019,1,Completed-Success
NCT14183839,Phase II,Neurology,5,97,Academic,2012,1,Completed-Success
NCT77775190,Phase III,Cardiology,879,76,Industry,2020,1,Completed-Success
NCT77758014,Phase IV,Other,1495,78,NIH,2018,1,Completed-Success
NCT30153173,Phase IV,Infectious Disease,64,91,Industry,2019,0,Terminated
NCT77227698,Phase III,Oncology,101,31,NIH,2017,0,Terminated
NCT58939582,Phase III,Cardiology,47,17,NIH,2013,0,Terminated
NCT66224957,Phase III,Cardiology,263,76,Industry,2005,0,Completed-Failed
NCT32725756,Phase II,Cardiology,802,51,Academic,2010,0,Terminated
NCT81531065,Phase IV,Oncology,10,52,Industry,2012,0,Withdrawn
NCT11079600,Phase III,Infectious Disease,274,84,NIH,2022,1,Completed-Success
NCT36191539,Phase III,Oncology,98,43,Industry,2022,0,Completed-Failed
NCT42576169,Phase I,Infectious Disease,175,26,Academic,2021,1,Completed-Success
NCT53381573,Phase II,Cardiology,295,19,Industry,2020,0,Completed-Failed
NCT80612021,Phase II,Neurology,111,7,Industry,2017,1,Completed-Success
NCT35050090,Phase IV,Oncology,127,77,Industry,2008,1,Completed-Success
NCT18849851,Phase II,Infectious Disease,107,114,Industry,2008,1,Completed-Success
NCT70779108,Phase II,Oncology,636,75,Academic,2018,0,Completed-Failed
NCT76009351,Phase IV,Oncology,278,106,Academic,2009,1,Completed-Success
NCT95871668,Phase I,Neurology,206,106,Academic,2020,0,Completed-Failed
NCT94890726,Phase II,Other,22,38,Industry,2018,0,Withdrawn
NCT97753580,Phase I,Infectious Disease,84,110,Industry,2018,1,Completed-Success
NCT39549535,Phase III,Neurology,571,11,Industry,2018,0,Withdrawn
NCT10449395,Phase IV,Other,157,95,Academic,2018,1,Completed-Success
NCT31921117,Phase II,Neurology,399,108,NIH,2007,1,Completed-Success
NCT50308782,Phase IV,Oncology,2100,110,Industry,2021,1,Completed-Success
NCT61592034,Phase II,Other,704,42,Industry,2018,0,Withdrawn
NCT63386038,Phase IV,Infectious Disease,170,19,Industry,2014,1,Completed-Success
NCT67351079,Phase III,Oncology,68,42,Academic,2017,0,Terminated
NCT41530803,Phase III,Oncology,5,13,Academic,2008,1,Completed-Success
NCT43266319,Phase I,Infectious Disease,115,108,Academic,2015,0,Terminated
NCT40503180,Phase IV,Oncology,91,82,Industry,2019,0,Completed-Failed
NCT13379569,Phase III,Oncology,266,18,Academic,2019,0,Terminated
NCT80009467,Phase II,Oncology,117,45,Academic,2006,0,Terminated
NCT54910237,Phase III,Neurology,91,112,Industry,2015,0,Withdrawn
NCT52165906,Phase II,Other,10,97,Industry,2006,1,Completed-Success
NCT69855504,Phase IV,Oncology,36,63,Industry,2009,1,Completed-Success
NCT99473854,Phase I,Neurology,303,23,Industry,2017,1,Completed-Success
NCT16319707,Phase III,Neurology,1946,62,NIH,2005,1,Completed-Success
NCT78532150,Phase II,Neurology,128,88,Industry,2011,0,Terminated
NCT13695961,Phase I,Oncology,242,43,Academic,2011,1,Completed-Success
NCT88911293,Phase I,Cardiology,619,37,Academic,2014,1,Completed-Success
NCT46396424,Phase I,Other,43,91,Industry,2010,1,Completed-Success
NCT14294539,Phase II,Cardiology,257,71,Academic,2016,0,Withdrawn
NCT21609076,Phase II,Oncology,48,82,Industry,2017,0,Withdrawn
NCT83204793,Phase III,Infectious Disease,543,92,Industry,2015,0,Withdrawn
NCT48498937,Phase II,Cardiology,186,30,Industry,2022,0,Completed-Failed
NCT10803328,Phase II,Infectious Disease,232,97,Industry,2006,1,Completed-Success
NCT30840174,Phase III,Oncology,45,63,Industry,2020,0,Terminated
NCT11043233,Phase I,Oncology,428,80,Industry,2006,0,Terminated
NCT87209213,Phase IV,Neurology,3384,38,Industry,2010,1,Completed-Success
NCT10529525,Phase IV,Neurology,32,93,Industry,2005,1,Completed-Success
NCT26953831,Phase III,Oncology,89,71,NIH,2015,1,Completed-Success
NCT66996736,Phase III,Other,210,35,Industry,2022,0,Completed-Failed
NCT84583311,Phase IV,Oncology,482,86,Academic,2014,1,Completed-Success
NCT81709884,Phase I,Cardiology,64,109,Industry,2022,0,Completed-Failed
NCT92235366,Phase I,Neurology,5,39,Academic,2005,1,Completed-Success
NCT13699391,Phase I,Neurology,1140,107,Industry,2020,1,Completed-Success
NCT87183765,Phase III,Other,464,91,NIH,2011,0,Terminated
NCT58487260,Phase I,Oncology,10,74,Industry,2019,0,Completed-Failed
NCT67338102,Phase III,Neurology,59,53,Academic,2005,1,Completed-Success
NCT80721474,Phase IV,Oncology,1559,45,Industry,2013,1,Completed-Success
NCT25192217,Phase IV,Cardiology,1302,56,Industry,2006,1,Completed-Success
NCT62496015,Phase II,Neurology,606,85,Academic,2021,0,Completed-Failed
NCT20292658,Phase I,Cardiology,113,18,Industry,2014,1,Completed-Success
NCT43698788,Phase III,Oncology,168,95,Industry,2010,0,Terminated
NCT71819576,Phase III,Other,121,36,Industry,2009,0,Withdrawn
NCT73362116,Phase I,Oncology,806,44,Academic,2012,1,Completed-Success
NCT11748014,Phase I,Oncology,39,68,NIH,2012,1,Completed-Success
NCT50711152,Phase IV,Cardiology,44,53,Industry,2009,0,Terminated
NCT60296557,Phase III,Infectious Disease,675,92,Academic,2016,0,Completed-Failed
NCT56216125,Phase III,Neurology,138,53,Industry,2011,0,Completed-Failed
NCT79397491,Phase IV,Infectious Disease,1173,66,Industry,2017,1,Completed-Success
NCT91949124,Phase III,Oncology,54,17,NIH,2017,1,Completed-Success
NCT33295179,Phase II,Neurology,136,83,NIH,2021,1,Completed-Success
NCT83706383,Phase II,Infectious Disease,37,61,Academic,2008,1,Completed-Success
NCT27541337,Phase II,Oncology,150,23,Industry,2022,0,Completed-Failed
NCT67399769,Phase II,Cardiology,16,32,Industry,2014,1,Completed-Success
NCT30279846,Phase III,Infectious Disease,71,33,Industry,2007,0,Completed-Failed
NCT20970723,Phase III,Cardiology,17,87,Industry,2016,0,Completed-Failed
NCT82807712,Phase IV,Infectious Disease,420,85,Industry,2005,1,Completed-Success
NCT82193785,Phase II,Neurology,434,57,Academic,2015,1,Completed-Success
NCT60018037,Phase III,Neurology,11,21,NIH,2022,1,Completed-Success
NCT53351876,Phase III,Cardiology,1097,82,Industry,2017,1,Completed-Success
NCT60166883,Phase III,Oncology,6286,63,Industry,2021,1,Completed-Success
NCT70361505,Phase III,Neurology,159,98,NIH,2012,0,Withdrawn
NCT56787763,Phase I,Cardiology,56,14,Industry,2021,1,Completed-Success
NCT75732489,Phase II,Cardiology,10265,31,Academic,2006,0,Terminated
NCT13693305,Phase I,Infectious Disease,20,33,Industry,2007,0,Completed-Failed
NCT23470137,Phase II,Other,152,110,Industry,2007,0,Completed-Failed
NCT14466271,Phase II,Cardiology,194,82,NIH,2010,1,Completed-Success
NCT64717184,Phase III,Oncology,1116,41,Industry,2014,0,Completed-Failed
NCT44907127,Phase IV,Infectious Disease,254,14,Industry,2022,1,Completed-Success
NCT20495300,Phase III,Other,70,52,Industry,2022,0,Completed-Failed
NCT38709379,Phase III,Oncology,35,83,NIH,2018,0,Completed-Failed
NCT44654999,Phase II,Other,88,56,NIH,2020,1,Completed-Success
NCT37451727,Phase III,Cardiology,32,81,Industry,2011,0,Withdrawn
NCT84815222,Phase I,Cardiology,159,62,Industry,2005,1,Completed-Success
NCT38997889,Phase II,Oncology,63,37,Academic,2021,0,Completed-Failed
NCT58978079,Phase II,Oncology,15,107,Industry,2009,0,Completed-Failed
NCT21726298,Phase II,Other,975,72,Academic,2005,0,Completed-Failed
NCT94607827,Phase I,Oncology,70,62,Industry,2021,1,Completed-Success
NCT65723671,Phase I,Neurology,22,59,Industry,2014,0,Terminated
NCT99843595,Phase II,Infectious Disease,115,21,Academic,2016,0,Completed-Failed
NCT66564401,Phase IV,Oncology,164,67,Industry,2006,1,Completed-Success
NCT56673570,Phase II,Oncology,10,89,NIH,2020,0,Completed-Failed
NCT88547323,Phase II,Infectious Disease,244,101,Industry,2019,0,Completed-Failed
NCT25033888,Phase I,Other,30,61,Industry,2017,1,Completed-Success
NCT99132960,Phase III,Infectious Disease,1932,28,NIH,2022,0,Terminated
NCT71704882,Phase II,Infectious Disease,325,22,Industry,2018,0,Completed-Failed
NCT44958762,Phase I,Oncology,81,85,Academic,2022,0,Completed-Failed
NCT27028708,Phase II,Infectious Disease,48,43,Industry,2006,0,Completed-Failed
NCT14035851,Phase I,Infectious Disease,126,77,Academic,2006,0,Completed-Failed
NCT57685442,Phase I,Other,372,88,Academic,2007,0,Completed-Failed
NCT44045504,Phase I,Infectious Disease,142,35,Industry,2009,1,Completed-Success
NCT92396202,Phase I,Infectious Disease,107,63,Academic,2020,1,Completed-Success
NCT45610155,Phase I,Oncology,161,103,Academic,2019,1,Completed-Success
NCT39469068,Phase II,Other,59,83,Industry,2016,0,Completed-Failed
NCT40185054,Phase III,Oncology,88,27,Academic,2013,1,Completed-Success
NCT19702701,Phase III,Oncology,6,113,Academic,2018,1,Completed-Success
NCT88262145,Phase II,Cardiology,639,22,Industry,2020,0,Completed-Failed
NCT43127676,Phase II,Cardiology,232,20,Industry,2015,0,Completed-Failed
NCT12976242,Phase IV,Infectious Disease,46,119,Industry,2010,1,Completed-Success
NCT47317456,Phase II,Infectious Disease,2560,53,Industry,2014,0,Completed-Failed
NCT37812615,Phase I,Neurology,169,37,Academic,2012,0,Completed-Failed
NCT54653148,Phase III,Oncology,31,82,Industry,2020,0,Completed-Failed
NCT14833177,Phase I,Neurology,536,90,NIH,2007,1,Completed-Success
NCT18454561,Phase II,Cardiology,269,118,Industry,2006,1,Completed-Success
NCT55932658,Phase II,Infectious Disease,268,45,Industry,2020,0,Withdrawn
NCT12597480,Phase IV,Infectious Disease,78,102,Academic,2013,1,Completed-Success
NCT33151417,Phase II,Oncology,291,62,Industry,2020,0,Terminated
NCT49673332,Phase III,Neurology,100,63,Industry,2008,0,Terminated
NCT29699313,Phase IV,Infectious Disease,341,96,Industry,2014,1,Completed-Success
NCT26934380,Phase I,Oncology,8,104,Industry,2017,0,Withdrawn
NCT20617244,Phase II,Cardiology,77,21,Industry,2022,0,Withdrawn
NCT44086263,Phase II,Other,1964,33,NIH,2019,1,Completed-Success
NCT80098339,Phase II,Infectious Disease,46,103,Industry,2008,0,Terminated
NCT60234072,Phase II,Other,59,116,NIH,2013,1,Completed-Success
NCT13369720,Phase IV,Oncology,75,6,Academic,2008,0,Terminated
NCT81819939,Phase III,Oncology,23,46,Industry,2020,0,Completed-Failed
NCT83963364,Phase III,Oncology,5,53,Industry,2019,1,Completed-Success
NCT12640328,Phase II,Infectious Disease,105,36,Academic,2006,0,Completed-Failed
NCT35856919,Phase III,Oncology,181,41,NIH,2018,0,Terminated
NCT67658082,Phase IV,Oncology,137,113,Industry,2007,1,Completed-Success
NCT65395426,Phase III,Other,119,38,Industry,2008,1,Completed-Success
NCT37348975,Phase I,Neurology,158,38,Industry,2005,0,Withdrawn
NCT21552291,Phase III,Neurology,688,108,Industry,2013,0,Completed-Failed
NCT10070640,Phase I,Oncology,111,87,Academic,2021,1,Completed-Success
NCT87498463,Phase II,Oncology,62,28,NIH,2018,0,Terminated
NCT72976036,Phase I,Oncology,97,65,Industry,2021,0,Completed-Failed
NCT95241611,Phase III,Cardiology,353,92,Academic,2005,0,Completed-Failed
NCT13741196,Phase III,Other,1234,84,Academic,2014,1,Completed-Success
NCT29511512,Phase I,Infectious Disease,57,95,Industry,2020,1,Completed-Success
NCT93692386,Phase II,Oncology,172,35,Industry,2007,1,Completed-Success
NCT50260456,Phase II,Infectious Disease,246,94,Academic,2016,0,Completed-Failed
NCT21720477,Phase II,Oncology,33,50,NIH,2007,1,Completed-Success
NCT23217648,Phase I,Infectious Disease,153,85,Academic,2019,1,Completed-Success
NCT32558781,Phase II,Cardiology,16,44,Industry,2021,1,Completed-Success
NCT69946863,Phase III,Cardiology,10,117,Industry,2022,0,Completed-Failed
NCT72784216,Phase I,Oncology,257,50,Industry,2011,1,Completed-Success
NCT42425301,Phase I,Oncology,83,83,Academic,2011,0,Completed-Failed
NCT80373772,Phase II,Other,201,86,Academic,2009,1,Completed-Success
NCT98146618,Phase IV,Oncology,144,17,Industry,2012,0,Terminated
NCT36778642,Phase III,Oncology,34,98,Academic,2020,0,Withdrawn
NCT70995760,Phase III,Oncology,138,37,Academic,2020,0,Withdrawn
NCT56547339,Phase II,Oncology,23,61,Academic,2019,0,Completed-Failed
NCT24573458,Phase III,Infectious Disease,1195,29,NIH,2011,0,Withdrawn
NCT57911176,Phase I,Neurology,19,18,Industry,2009,0,Completed-Failed
NCT39264326,Phase III,Oncology,110,25,NIH,2015,0,Completed-Failed
NCT92896667,Phase IV,Infectious Disease,31,84,Industry,2014,1,Completed-Success
NCT63953229,Phase III,Cardiology,349,61,Industry,2013,0,Terminated
NCT98132318,Phase IV,Infectious Disease,90,58,NIH,2005,1,Completed-Success
NCT66294783,Phase III,Neurology,68,73,NIH,2005,0,Completed-Failed
NCT69145779,Phase I,Neurology,533,59,Industry,2012,1,Completed-Success
NCT56977874,Phase IV,Oncology,155,39,Academic,2007,1,Completed-Success
NCT39365614,Phase I,Neurology,322,33,Academic,2006,1,Completed-Success
NCT99268367,Phase II,Infectious Disease,34,55,Academic,2008,1,Completed-Success
NCT57010676,Phase I,Other,18,7,Industry,2015,1,Completed-Success
NCT61371106,Phase I,Infectious Disease,174,116,Academic,2009,1,Completed-Success
NCT47327243,Phase II,Other,91,99,Industry,2014,1,Completed-Success
NCT79426200,Phase II,Neurology,379,31,Industry,2012,1,Completed-Success
NCT79872506,Phase II,Oncology,131,56,Industry,2017,1,Completed-Success
NCT20198499,Phase III,Infectious Disease,201,52,Industry,2009,1,Completed-Success
NCT47342772,Phase I,Other,12,31,NIH,2016,1,Completed-Success
NCT54362902,Phase I,Neurology,2521,89,Industry,2017,0,Completed-Failed
NCT10197775,Phase III,Oncology,116,111,NIH,2012,0,Completed-Failed
NCT45940920,Phase II,Cardiology,422,97,Industry,2019,0,Terminated
NCT94673574,Phase III,Oncology,42,89,Academic,2017,1,Completed-Success
NCT33614649,Phase III,Oncology,235,80,Academic,2005,0,Completed-Failed
NCT88507230,Phase III,Infectious Disease,21,79,Academic,2010,0,Terminated
NCT27310852,Phase III,Oncology,292,66,Academic,2015,1,Completed-Success
NCT88535842,Phase II,Neurology,87,28,Academic,2017,0,Terminated
NCT64564054,Phase III,Oncology,155,42,NIH,2005,1,Completed-Success
NCT72989020,Phase II,Neurology,422,46,Academic,2015,0,Terminated
NCT40773482,Phase II,Oncology,23,57,Industry,2015,0,Withdrawn
NCT88733130,Phase III,Oncology,53,88,Academic,2012,1,Completed-Success
NCT87273675,Phase II,Oncology,294,114,Industry,2007,0,Completed-Failed
NCT12276360,Phase III,Oncology,3454,87,Industry,2016,1,Completed-Success
NCT59437769,Phase III,Oncology,120,54,NIH,2010,0,Completed-Failed
NCT41665404,Phase IV,Oncology,360,32,Industry,2012,1,Completed-Success
NCT95218477,Phase IV,Cardiology,126,11,Academic,2009,0,Completed-Failed
NCT67849484,Phase II,Oncology,2733,79,Industry,2014,0,Completed-Failed
NCT26434343,Phase II,Infectious Disease,10,71,Industry,2020,0,Terminated
NCT54079273,Phase III,Infectious Disease,171,29,Industry,2016,0,Completed-Failed
NCT50201137,Phase II,Other,12,43,Industry,2021,1,Completed-Success
NCT82571674,Phase III,Other,5,33,Academic,2010,0,Completed-Failed
NCT90497273,Phase III,Infectious Disease,231,33,Industry,2013,1,Completed-Success
NCT90954884,Phase III,Oncology,182,114,Industry,2014,0,Terminated
NCT67235484,Phase II,Oncology,96,119,Industry,2018,1,Completed-Success
NCT72182821,Phase I,Other,126,108,Industry,2018,0,Terminated
NCT86835154,Phase II,Oncology,15482,71,Academic,2021,0,Terminated
NCT90768647,Phase I,Oncology,100,66,Industry,2020,1,Completed-Success
NCT93273068,Phase IV,Oncology,318,51,Academic,2008,0,Terminated
NCT33020885,Phase II,Oncology,56,74,NIH,2006,1,Completed-Success
NCT11286643,Phase I,Oncology,231,119,Academic,2020,1,Completed-Success
NCT87031056,Phase I,Neurology,103,80,Academic,2005,1,Completed-Success
NCT51869822,Phase III,Oncology,80,79,Industry,2007,1,Completed-Success
NCT16200646,Phase III,Cardiology,2271,48,Industry,2015,1,Completed-Success
NCT84092760,Phase II,Oncology,867,64,NIH,2020,1,Completed-Success
NCT24509187,Phase I,Oncology,182,7,Academic,2022,1,Completed-Success
NCT37780899,Phase II,Other,5,20,Academic,2019,1,Completed-Success
NCT15409861,Phase II,Oncology,86,108,Academic,2013,0,Terminated
NCT98825083,Phase III,Neurology,8557,110,Industry,2016,0,Terminated
NCT65478034,Phase III,Infectious Disease,105,42,Industry,2022,0,Completed-Failed
NCT22831595,Phase II,Oncology,776,76,Academic,2009,0,Withdrawn
NCT85524262,Phase I,Other,1290,25,Academic,2012,1,Completed-Success
NCT87189210,Phase IV,Oncology,206,103,Industry,2007,1,Completed-Success
NCT10448345,Phase II,Neurology,41,40,NIH,2006,0,Terminated
NCT86246546,Phase III,Oncology,5,39,Industry,2012,0,Completed-Failed
NCT84936358,Phase I,Neurology,414,91,Industry,2006,1,Completed-Success
NCT25814828,Phase II,Oncology,43,36,NIH,2005,0,Completed-Failed
NCT58763532,Phase I,Infectious Disease,193,92,Academic,2017,1,Completed-Success
NCT48538877,Phase II,Neurology,22,24,Industry,2021,0,Terminated
NCT83851335,Phase IV,Other,99,73,Industry,2007,1,Completed-Success
NCT54196734,Phase II,Other,156,29,Industry,2013,0,Withdrawn
NCT99630668,Phase I,Neurology,222,89,Academic,2009,0,Completed-Failed
NCT90558427,Phase I,Other,27,44,Industry,2010,0,Completed-Failed
NCT48503931,Phase II,Oncology,893,97,Academic,2008,1,Completed-Success
NCT29164528,Phase I,Oncology,60,59,NIH,2021,1,Completed-Success
NCT97580056,Phase I,Oncology,12,44,Academic,2020,1,Completed-Success
NCT30812709,Phase III,Infectious Disease,126,22,Industry,2020,0,Withdrawn
NCT99589817,Phase II,Infectious Disease,156,24,Academic,2015,1,Completed-Success
NCT62203051,Phase II,Infectious Disease,188,53,Industry,2006,0,Withdrawn
NCT49301804,Phase IV,Oncology,1145,40,Industry,2021,1,Completed-Success
NCT14848287,Phase I,Cardiology,104,37,Industry,2019,1,Completed-Success
NCT61152700,Phase IV,Oncology,124,52,Industry,2022,1,Completed-Success
NCT53750190,Phase II,Oncology,28,115,NIH,2014,1,Completed-Success
NCT79334164,Phase IV,Infectious Disease,508,52,Industry,2010,0,Completed-Failed
NCT62187215,Phase III,Neurology,195,69,Industry,2020,1,Completed-Success
NCT88998740,Phase III,Neurology,79,51,NIH,2009,0,Completed-Failed
NCT65257851,Phase IV,Cardiology,8,108,Industry,2016,0,Terminated
NCT58518372,Phase II,Oncology,1295,40,Academic,2010,1,Completed-Success
NCT22842659,Phase IV,Infectious Disease,23,99,Industry,2018,0,Completed-Failed
NCT43978002,Phase II,Oncology,61,22,Industry,2020,0,Withdrawn
NCT12373139,Phase II,Infectious Disease,254,47,NIH,2011,0,Completed-Failed
NCT65553464,Phase II,Infectious Disease,24,116,Industry,2006,1,Completed-Success
NCT52801198,Phase II,Oncology,15,34,Academic,2010,0,Completed-Failed
NCT28892008,Phase I,Oncology,6,75,Industry,2013,0,Completed-Failed
NCT45427853,Phase III,Other,437,22,Industry,2011,1,Completed-Success
NCT66882318,Phase II,Other,65,86,Industry,2006,0,Completed-Failed
NCT83190814,Phase III,Infectious Disease,11978,19,Industry,2012,0,Completed-Failed
NCT20986868,Phase III,Oncology,33,29,Industry,2015,0,Completed-Failed
NCT50480309,Phase II,Oncology,37,62,Academic,2008,1,Completed-Success
NCT49521538,Phase II,Infectious Disease,63,55,Industry,2020,1,Completed-Success
NCT88815702,Phase II,Other,213,62,Industry,2022,0,Terminated
NCT70972984,Phase I,Oncology,73,106,Industry,2017,1,Completed-Success
NCT48673354,Phase I,Neurology,371,66,NIH,2009,1,Completed-Success
NCT65454431,Phase II,Oncology,34,109,NIH,2006,1,Completed-Success
NCT75557447,Phase II,Other,18,44,Academic,2015,0,Completed-Failed
NCT93845477,Phase IV,Infectious Disease,10,60,NIH,2005,1,Completed-Success
NCT87982667,Phase III,Neurology,5,101,Industry,2017,1,Completed-Success
NCT65860631,Phase II,Oncology,68,41,Industry,2009,0,Withdrawn
NCT67681017,Phase III,Cardiology,94,119,Academic,2022,0,Completed-Failed
NCT12667867,Phase I,Oncology,57,42,Academic,2018,1,Completed-Success
NCT66987271,Phase II,Oncology,958,117,Industry,2017,0,Terminated
NCT51241273,Phase III,Other,936,19,Industry,2011,0,Completed-Failed
NCT55718843,Phase II,Other,89,32,NIH,2012,1,Completed-Success
NCT78452891,Phase II,Other,10,88,Academic,2022,1,Completed-Success
NCT75432283,Phase IV,Cardiology,63,36,Industry,2011,0,Completed-Failed
NCT81275364,Phase IV,Neurology,60,115,Academic,2021,0,Terminated
NCT34244264,Phase III,Oncology,55,78,Industry,2020,0,Terminated
NCT52734307,Phase III,Oncology,52,107,Industry,2015,0,Terminated
NCT84993343,Phase III,Oncology,55,86,Industry,2005,0,Terminated
NCT77606426,Phase I,Cardiology,83,88,Industry,2012,0,Terminated
NCT55791733,Phase II,Infectious Disease,57,49,Industry,2005,1,Completed-Success
NCT14578238,Phase I,Oncology,202,73,Academic,2013,1,Completed-Success
NCT30814992,Phase II,Cardiology,254,53,Industry,2013,0,Completed-Failed
NCT31288948,Phase II,Neurology,37,62,Academic,2014,0,Withdrawn
NCT15562067,Phase I,Infectious Disease,998,80,Industry,2015,1,Completed-Success
NCT48791628,Phase IV,Oncology,34,27,Industry,2005,0,Terminated
NCT37345820,Phase IV,Oncology,13,9,NIH,2012,1,Completed-Success
NCT45154828,Phase III,Oncology,262,86,Academic,2016,1,Completed-Success
NCT30088365,Phase II,Oncology,43,77,NIH,2005,0,Withdrawn
NCT68842658,Phase IV,Cardiology,240,51,NIH,2014,0,Terminated
NCT53109628,Phase I,Cardiology,5,64,Industry,2008,0,Completed-Failed
NCT23021573,Phase III,Cardiology,1198,39,Industry,2019,1,Completed-Success
NCT62827729,Phase I,Infectious Disease,406,16,NIH,2010,1,Completed-Success
NCT54620658,Phase III,Neurology,15,36,NIH,2009,0,Completed-Failed
NCT39933823,Phase II,Oncology,16,16,Academic,2009,0,Terminated
NCT90155332,Phase IV,Infectious Disease,1823,61,Academic,2022,1,Completed-Success
NCT94461358,Phase IV,Neurology,49,43,Academic,2007,1,Completed-Success
NCT65519128,Phase I,Oncology,42,26,Industry,2006,0,Terminated
NCT61509697,Phase II,Oncology,5,115,Academic,2008,0,Terminated
NCT96966281,Phase IV,Other,87,99,Academic,2022,1,Completed-Success
NCT17136029,Phase II,Oncology,105,15,Academic,2013,0,Terminated
NCT97350522,Phase IV,Cardiology,434,31,Industry,2014,0,Completed-Failed
NCT69994988,Phase III,Oncology,18,96,Industry,2019,1,Completed-Success
NCT46869124,Phase II,Cardiology,15,13,Industry,2005,0,Completed-Failed
NCT31496823,Phase II,Oncology,291,108,Industry,2015,0,Completed-Failed
NCT16285088,Phase I,Oncology,671,13,NIH,2018,0,Terminated
NCT59907857,Phase III,Cardiology,14,65,Industry,2014,0,Terminated
NCT89569119,Phase II,Oncology,751,77,Industry,2020,0,Completed-Failed
NCT81021806,Phase II,Infectious Disease,157,39,Industry,2012,1,Completed-Success
NCT17468810,Phase II,Oncology,763,21,Academic,2006,1,Completed-Success
NCT11635156,Phase III,Oncology,133,110,Industry,2011,0,Terminated
NCT35301054,Phase IV,Oncology,5,18,Industry,2011,1,Completed-Success
NCT87264088,Phase IV,Oncology,118,92,Industry,2019,1,Completed-Success
NCT15001045,Phase II,Other,727,81,Industry,2012,0,Completed-Failed
NCT81572282,Phase III,Oncology,38,96,Industry,2018,0,Completed-Failed
NCT38267184,Phase III,Infectious Disease,82,27,Industry,2005,0,Terminated
NCT14345760,Phase III,Oncology,113,101,NIH,2017,0,Completed-Failed
NCT33930984,Phase IV,Oncology,5,118,Industry,2007,1,Completed-Success
NCT46805730,Phase I,Other,1820,32,Industry,2010,1,Completed-Success
NCT48019582,Phase I,Oncology,38,69,Academic,2019,1,Completed-Success
NCT68720660,Phase IV,Other,316,7,Industry,2008,1,Completed-Success
NCT65229238,Phase II,Oncology,130,114,Academic,2007,1,Completed-Success
NCT28100699,Phase III,Neurology,978,102,Industry,2008,0,Terminated
NCT11722320,Phase IV,Infectious Disease,272,31,Academic,2009,1,Completed-Success
NCT23298372,Phase I,Other,104,97,Academic,2022,0,Terminated
NCT39702914,Phase IV,Cardiology,38,88,NIH,2014,1,Completed-Success
NCT91550308,Phase II,Infectious Disease,491,112,Industry,2012,1,Completed-Success
NCT41657524,Phase II,Oncology,8,74,Industry,2016,0,Withdrawn
NCT41206052,Phase III,Oncology,391,102,Industry,2007,0,Completed-Failed
NCT40413513,Phase IV,Other,28,89,NIH,2022,1,Completed-Success
NCT35329097,Phase I,Oncology,971,35,NIH,2012,0,Completed-Failed
NCT22243026,Phase II,Infectious Disease,189,114,Industry,2005,1,Completed-Success
NCT66024141,Phase III,Neurology,390,13,Industry,2018,1,Completed-Success
NCT85356616,Phase III,Oncology,167,43,Industry,2017,1,Completed-Success
NCT27864557,Phase III,Other,10,66,Industry,2016,0,Terminated
NCT16195200,Phase I,Neurology,40,86,Industry,2007,1,Completed-Success
NCT81086130,Phase II,Cardiology,406,113,Industry,2022,0,Terminated
NCT63363404,Phase II,Other,190,70,Academic,2017,0,Terminated
NCT94729603,Phase III,Oncology,872,72,NIH,2019,0,Completed-Failed
NCT52489277,Phase II,Oncology,271,51,NIH,2014,1,Completed-Success
NCT23832640,Phase I,Infectious Disease,34,95,Industry,2005,0,Completed-Failed
NCT76360176,Phase IV,Oncology,44,100,Academic,2010,1,Completed-Success
NCT40061031,Phase I,Neurology,173,77,NIH,2013,1,Completed-Success
NCT77201057,Phase IV,Other,5,48,Industry,2014,1,Completed-Success
NCT71902171,Phase III,Infectious Disease,1826,64,Academic,2019,0,Terminated
NCT90197726,Phase III,Oncology,287,51,Industry,2013,0,Terminated
NCT95072967,Phase II,Other,935,77,Industry,2018,1,Completed-Success
NCT75812633,Phase I,Infectious Disease,13,40,Industry,2015,0,Completed-Failed
NCT97220897,Phase III,Infectious Disease,959,44,Industry,2011,0,Completed-Failed
NCT42043445,Phase III,Infectious Disease,4218,97,Academic,2006,0,Terminated
NCT91052418,Phase III,Other,20,56,Industry,2018,0,Completed-Failed
NCT96601594,Phase I,Cardiology,472,9,Industry,2010,0,Completed-Failed
NCT46213003,Phase III,Neurology,148,85,Industry,2009,0,Completed-Failed
